Title,Price,CurrencyIso,Url,Refurbished,Model,MPN,Brand,UpdateTime,Category,Source,Grade
"Acer Chromebook 315 | N4000 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-315-n4000-15-6/,True,,,Acer,2025-06-15T05:12:17.774779,Laptops,50,
"Acer Chromebook 315 | N4500 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-315-n4500-15-6/,True,,,Acer,2025-06-15T05:12:17.774806,Laptops,50,
"Acer Aspire 3 Spin A3SP14-31PT | Processor N100 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-3-spin-a3sp14-31pt-3-n100/,True,,,Acer,2025-06-15T05:12:17.774813,Laptops,50,
"Acer Aspire 3 Spin A3SP14-31PT | i3-N305 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-3-spin-a3sp14-31pt-3-n305/,True,,,Acer,2025-06-15T05:12:17.774819,Laptops,50,
"Acer Aspire 5 Spin 14 A5SP14-51MTN | i5-1335U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-5-spin-a5sp14-51mtn-1335u/,True,,,Acer,2025-06-15T05:12:17.774824,Laptops,50,
"Acer Aspire 5 Spin 14 A5SP14-51MTN | i7-1355U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-5-spin-a5sp14-51mtn-i7-14/,True,,,Acer,2025-06-15T05:12:17.774830,Laptops,50,
"Acer Aspire Spin 14 | i5-1335U | 14""",1197.99,EUR,https://www.refurbed.de/p/acer-a-spin-14-i5-1335u/,True,16 GB | 512 GB SSD | Win 11 Home | IT | Grade AA (322017),18452,Acer,2025-06-15T05:12:17.774835,Laptops,50,AA
Acer Go True Wireless AHR162,0.0,EUR,https://www.refurbed.de/p/acer-ahr162/,True,,,Acer,2025-06-15T05:12:17.774844,Audio,50,
Acer AHW910,0.0,EUR,https://www.refurbed.de/p/acer-ahw910/,True,,,Acer,2025-06-15T05:12:17.774849,Audio,50,
Acer ASA630 Active Stylus Pen,0.0,EUR,https://www.refurbed.de/p/acer-asa630-active-stylus-pen/,True,,,Acer,2025-06-15T05:12:17.774853,Accessories,50,
"Acer Aspire 1 | 14"" | Pentium Silver N5000",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-14-pentium-silver-/,True,,,Acer,2025-06-15T05:12:17.774858,Laptops,50,
"Acer Aspire 1 A114-61-S2JG | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a114-61-s2jg/,True,,,Acer,2025-06-15T05:12:17.774863,Laptops,50,
"Acer Aspire 1 A114-61-S2RF | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a114-61-s2rf-7c/,True,,,Acer,2025-06-15T05:12:17.774868,Laptops,50,
"Acer Aspire 1 A115-32 | N4500 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a115-32-n4500/,True,,,Acer,2025-06-15T05:12:17.774874,Laptops,50,
"Acer Aspire 1 NC-A114-61-S0G8 | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-nc-a114-61-s0g8-14/,True,,,Acer,2025-06-15T05:12:17.774879,Laptops,50,
"Acer Aspire 3 A314-22 | Ryzen 3 3250U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-22-3250u/,True,,,Acer,2025-06-15T05:12:17.774884,Laptops,50,
"Acer Aspire 3 A314-32 | N4000 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-32-n4000/,True,,,Acer,2025-06-15T05:12:17.774890,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9420e | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9420e/,True,,,Acer,2025-06-15T05:12:17.774895,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9425 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9425/,True,,,Acer,2025-06-15T05:12:17.774901,Laptops,50,
"Acer Aspire 3 A315-23 | Ryzen 3 3250U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-23-3250u/,True,,,Acer,2025-06-15T05:12:17.774906,Laptops,50,
"Acer Aspire 3 A315-24P | Ryzen 5 7520U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-24p-7520u/,True,,,Acer,2025-06-15T05:12:17.774911,Laptops,50,
"Acer Aspire 3 A315-29 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-29-i5-1235u/,True,,,Acer,2025-06-15T05:12:17.774915,Laptops,50,
"Acer Aspire 3 A315-35 | N5100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-n5100/,True,,,Acer,2025-06-15T05:12:17.774921,Laptops,50,
"Acer Aspire 3 A315-35-P45C | N6000 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-p45c/,True,,,Acer,2025-06-15T05:12:17.774926,Laptops,50,
"Acer Aspire 3 A315-510P | N100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-510p-n100/,True,,,Acer,2025-06-15T05:12:17.774931,Laptops,50,
"Acer Aspire 3 A315-54 | i5-8265U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-54-8265u/,True,,,Acer,2025-06-15T05:12:17.774936,Laptops,50,
"Acer Aspire 3 A315-55G | i5-10210U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-55g-10210u/,True,,,Acer,2025-06-15T05:12:17.774942,Laptops,50,
"Acer Aspire 3 A315-58 | i5-1135G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1135g7/,True,,,Acer,2025-06-15T05:12:17.774947,Laptops,50,
"Acer Aspire 3 A315-58 | i7-1165G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1165g7/,True,,,Acer,2025-06-15T05:12:17.774951,Laptops,50,
"Acer Aspire 3 A315-58 | i3-1115G4 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-i3-1115g4/,True,,,Acer,2025-06-15T05:12:17.774956,Laptops,50,
"Acer Aspire 3 A315-59 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-59-1235u-15-6/,True,,,Acer,2025-06-15T05:12:17.774961,Laptops,50,
"Acer Aspire 3 A317-33-P5FF | N6000 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-33-p5ff/,True,,,Acer,2025-06-15T05:12:17.774967,Laptops,50,
"Acer Aspire 3 A317-52 | i5-1035G1 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-52-1035g1/,True,,,Acer,2025-06-15T05:12:17.774972,Laptops,50,
"Acer Aspire 3 A317-54 | i5-1235U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-54-1235u-17-3/,True,,,Acer,2025-06-15T05:12:17.774977,Laptops,50,
"Acer Aspire 3 | A4-9120e | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a4-9120e-14/,True,,,Acer,2025-06-15T05:12:17.774982,Laptops,50,
"Acer Aspire 5 A514-54 | i3-1115G4 | 14""",675.99,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i3-1115g4/,True,8 GB | 256 GB SSD | silber | Win 11 Pro | ND | Grade B (291435),LAP-ACERASPIRE-MX-A003,Acer,2025-06-15T05:12:17.774987,Laptops,50,B
"Acer Aspire 5 A514-54 | i5-1135G7 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i5-1135g7/,True,,,Acer,2025-06-15T05:12:17.774994,Laptops,50,
