Title,Price,CurrencyIso,Url,Refurbished,Model,MPN,Brand,UpdateTime,Category,Source,Grade
"Acer Chromebook 315 | N4000 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-315-n4000-15-6/,True,,,Acer,2025-06-01T05:24:04.375992,Laptops,50,
"Acer Chromebook 315 | N4500 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-315-n4500-15-6/,True,,,Acer,2025-06-01T05:24:04.376019,Laptops,50,
"Acer Aspire 3 Spin A3SP14-31PT | Processor N100 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-3-spin-a3sp14-31pt-3-n100/,True,,,Acer,2025-06-01T05:24:04.376025,Laptops,50,
"Acer Aspire 3 Spin A3SP14-31PT | i3-N305 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-3-spin-a3sp14-31pt-3-n305/,True,,,Acer,2025-06-01T05:24:04.376031,Laptops,50,
"Acer Aspire 5 Spin 14 A5SP14-51MTN | i5-1335U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-5-spin-a5sp14-51mtn-1335u/,True,,,Acer,2025-06-01T05:24:04.376037,Laptops,50,
"Acer Aspire 5 Spin 14 A5SP14-51MTN | i7-1355U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-5-spin-a5sp14-51mtn-i7-14/,True,,,Acer,2025-06-01T05:24:04.376042,Laptops,50,
"Acer Aspire Spin 14 | i5-1335U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-a-spin-14-i5-1335u/,True,,,Acer,2025-06-01T05:24:04.376047,Laptops,50,
Acer Go True Wireless AHR162,0.0,EUR,https://www.refurbed.de/p/acer-ahr162/,True,,,Acer,2025-06-01T05:24:04.376052,Audio,50,
Acer AHW910,0.0,EUR,https://www.refurbed.de/p/acer-ahw910/,True,,,Acer,2025-06-01T05:24:04.376057,Audio,50,
Acer ASA630 Active Stylus Pen,0.0,EUR,https://www.refurbed.de/p/acer-asa630-active-stylus-pen/,True,,,Acer,2025-06-01T05:24:04.376061,Accessories,50,
"Acer Aspire 1 | 14"" | Pentium Silver N5000",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-14-pentium-silver-/,True,,,Acer,2025-06-01T05:24:04.376065,Laptops,50,
"Acer Aspire 1 A114-61-S2JG | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a114-61-s2jg/,True,,,Acer,2025-06-01T05:24:04.376070,Laptops,50,
"Acer Aspire 1 A114-61-S2RF | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a114-61-s2rf-7c/,True,,,Acer,2025-06-01T05:24:04.376075,Laptops,50,
"Acer Aspire 1 A115-32 | N4500 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a115-32-n4500/,True,,,Acer,2025-06-01T05:24:04.376080,Laptops,50,
"Acer Aspire 1 NC-A114-61-S0G8 | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-nc-a114-61-s0g8-14/,True,,,Acer,2025-06-01T05:24:04.376085,Laptops,50,
"Acer Aspire 3 A314-22 | Ryzen 3 3250U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-22-3250u/,True,,,Acer,2025-06-01T05:24:04.376090,Laptops,50,
"Acer Aspire 3 A314-32 | N4000 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-32-n4000/,True,,,Acer,2025-06-01T05:24:04.376095,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9420e | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9420e/,True,,,Acer,2025-06-01T05:24:04.376100,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9425 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9425/,True,,,Acer,2025-06-01T05:24:04.376105,Laptops,50,
"Acer Aspire 3 A315-23 | Ryzen 3 3250U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-23-3250u/,True,,,Acer,2025-06-01T05:24:04.376110,Laptops,50,
"Acer Aspire 3 A315-24P | Ryzen 5 7520U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-24p-7520u/,True,,,Acer,2025-06-01T05:24:04.376115,Laptops,50,
"Acer Aspire 3 A315-29 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-29-i5-1235u/,True,,,Acer,2025-06-01T05:24:04.376120,Laptops,50,
"Acer Aspire 3 A315-35 | N5100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-n5100/,True,,,Acer,2025-06-01T05:24:04.376125,Laptops,50,
"Acer Aspire 3 A315-35-P45C | N6000 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-p45c/,True,,,Acer,2025-06-01T05:24:04.376130,Laptops,50,
"Acer Aspire 3 A315-510P | N100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-510p-n100/,True,,,Acer,2025-06-01T05:24:04.376135,Laptops,50,
"Acer Aspire 3 A315-54 | i5-8265U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-54-8265u/,True,,,Acer,2025-06-01T05:24:04.376139,Laptops,50,
"Acer Aspire 3 A315-55G | i5-10210U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-55g-10210u/,True,,,Acer,2025-06-01T05:24:04.376144,Laptops,50,
"Acer Aspire 3 A315-58 | i5-1135G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1135g7/,True,,,Acer,2025-06-01T05:24:04.376149,Laptops,50,
"Acer Aspire 3 A315-58 | i7-1165G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1165g7/,True,,,Acer,2025-06-01T05:24:04.376153,Laptops,50,
"Acer Aspire 3 A315-58 | i3-1115G4 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-i3-1115g4/,True,,,Acer,2025-06-01T05:24:04.376158,Laptops,50,
"Acer Aspire 3 A315-59 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-59-1235u-15-6/,True,,,Acer,2025-06-01T05:24:04.376163,Laptops,50,
"Acer Aspire 3 A317-33-P5FF | N6000 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-33-p5ff/,True,,,Acer,2025-06-01T05:24:04.376168,Laptops,50,
"Acer Aspire 3 A317-52 | i5-1035G1 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-52-1035g1/,True,,,Acer,2025-06-01T05:24:04.376177,Laptops,50,
"Acer Aspire 3 A317-54 | i5-1235U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-54-1235u-17-3/,True,,,Acer,2025-06-01T05:24:04.376182,Laptops,50,
"Acer Aspire 3 | A4-9120e | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a4-9120e-14/,True,,,Acer,2025-06-01T05:24:04.376187,Laptops,50,
"Acer Aspire 5 A514-54 | i3-1115G4 | 14""",675.99,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i3-1115g4/,True,8 GB | 256 GB SSD | silber | Win 11 Pro | ND | Grade B (291435),LAP-ACERASPIRE-MX-A003,Acer,2025-06-01T05:24:04.376192,Laptops,50,B
"Acer Aspire 5 A514-54 | i5-1135G7 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i5-1135g7/,True,,,Acer,2025-06-01T05:24:04.376201,Laptops,50,
"Acer Aspire 5 A514-55 | i7-1255U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-55-1255u-14/,True,,,Acer,2025-06-01T05:24:04.376206,Laptops,50,
"Acer Aspire 5 A514-55 | i5-1235U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-55-i5-1235u/,True,,,Acer,2025-06-01T05:24:04.376211,Laptops,50,
"Acer Aspire 5 A515-57 | i7-1255U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-57-i7-1255u/,True,,,Acer,2025-06-01T05:24:04.376216,Laptops,50,
"Acer Aspire 5 A515-57G | i7-1260P | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-57g-7-1260p/,True,,,Acer,2025-06-01T05:24:04.376221,Laptops,50,
"Acer Aspire 5 A515 | i3-1005G1 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-1005g1/,True,,,Acer,2025-06-01T05:24:04.376225,Laptops,50,
"Acer Aspire 5 A515 | i7-1065G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-1065g7/,True,,,Acer,2025-06-01T05:24:04.376230,Laptops,50,
"Acer Aspire 5 A515-44 | Ryzen 5 4500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-44-r5-4500u/,True,,,Acer,2025-06-01T05:24:04.376235,Laptops,50,
"Acer Aspire 5 A515-44 | Ryzen 7 4700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-44-r7-4700u/,True,,,Acer,2025-06-01T05:24:04.376240,Laptops,50,
"Acer Aspire 5 A515-45G | Ryzen 5 5500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45g-r5-5500u/,True,,,Acer,2025-06-01T05:24:04.376245,Laptops,50,
"Acer Aspire 5 A515-45G | Ryzen 7 5700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45g-r7-5700u/,True,,,Acer,2025-06-01T05:24:04.376251,Laptops,50,
"Acer Aspire 5 A515-45R | Ryzen 7 5700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45r-r7-5700u/,True,,,Acer,2025-06-01T05:24:04.376256,Laptops,50,
"Acer Aspire 5 A515-47 | Ryzen 7 5825U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45r-r7-5825u/,True,,,Acer,2025-06-01T05:24:04.376261,Laptops,50,
"Acer Aspire 5 A515-48M | Ryzen 5 7530U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-48m-r5-7530u/,True,,,Acer,2025-06-01T05:24:04.376266,Laptops,50,
"Acer Aspire 5 A515-56 | i5-1135G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-56-1135g7-15/,True,,,Acer,2025-06-01T05:24:04.376288,Laptops,50,
